machine_id,date,operating_hours_cumulative,daily_runtime_hours,temperature_C,vibration_mm_s,pressure_psi,rpm,current_A,failure_within_7_days,failure_event
3,2024-12-12,7884.1,10.72,75.25,3.014,91.48,1484.5,12.67,0,0
3,2024-12-13,7892.8,8.69,77.83,3.121,94.98,1473.4,12.81,0,0
3,2024-12-14,7899.4,6.56,78.37,3.349,91.4,1478.2,13.17,0,0
3,2024-12-15,7909.5,10.09,78.11,3.162,91.94,1462.1,13.14,0,0
3,2024-12-16,7916.0,6.53,78.1,3.241,90.48,1476.3,12.26,0,0
3,2024-12-17,7927.5,11.5,81.38,3.453,89.04,1449.9,12.86,1,0
3,2024-12-18,7936.6,9.07,82.89,3.669,88.24,1444.9,12.72,1,0
3,2024-12-19,7947.9,11.34,83.29,4.017,90.08,1441.6,13.55,1,0
3,2024-12-20,7955.2,7.34,85.54,3.838,88.77,1437.5,13.69,1,0
3,2024-12-21,7970.6,15.33,87.11,4.234,89.09,1424.8,13.82,1,0
3,2024-12-22,7985.5,14.95,88.5,4.114,86.52,1421.7,13.57,1,0
3,2024-12-23,7993.4,7.9,86.68,4.071,86.08,1412.5,14.18,1,0
3,2024-12-24,8002.9,9.43,88.94,4.413,84.85,1398.2,14.31,0,1
3,2024-12-25,8015.0,12.13,65.63,2.153,98.33,1527.8,11.32,0,0
3,2024-12-26,8021.9,6.96,66.5,2.227,97.57,1541.8,11.26,0,0
3,2024-12-27,8031.5,9.55,66.42,1.989,98.7,1548.3,11.7,0,0
3,2024-12-28,8040.0,8.51,66.4,1.963,97.82,1523.2,12.23,0,0
3,2024-12-29,8055.2,15.16,65.55,2.272,99.05,1524.7,12.21,0,0
3,2024-12-30,8069.7,14.53,65.6,2.355,98.78,1524.6,11.87,0,0
4,2023-01-01,12.2,12.24,65.1,2.157,96.12,1477.3,12.87,0,0
4,2023-01-02,20.6,8.39,62.71,1.968,95.4,1490.9,13.76,0,0
4,2023-01-03,32.7,12.03,63.32,1.731,93.74,1491.3,13.49,0,0
4,2023-01-04,45.1,12.47,63.19,1.953,94.37,1491.6,12.91,0,0
4,2023-01-05,56.4,11.23,64.09,2.227,97.05,1486.1,12.87,0,0
4,2023-01-06,67.6,11.21,62.46,2.156,96.1,1473.2,13.04,0,0
4,2023-01-07,77.3,9.7,62.78,,95.1,1480.4,12.78,0,0
4,2023-01-08,84.5,7.23,61.64,1.997,95.12,1491.1,12.78,0,0
4,2023-01-09,94.4,9.85,64.14,2.028,92.92,1491.0,12.92,0,0
4,2023-01-10,103.8,9.45,61.63,1.916,96.4,1492.6,12.8,0,0
4,2023-01-11,115.7,11.92,63.69,1.925,94.64,1485.6,12.97,0,0
4,2023-01-12,130.3,14.56,64.83,1.911,94.29,1481.6,13.02,0,0
4,2023-01-13,140.0,9.75,65.08,2.083,95.85,1467.4,11.96,0,0
4,2023-01-14,153.1,13.1,62.84,1.85,94.47,1490.0,12.33,0,0
4,2023-01-15,167.3,14.12,,2.225,93.27,1482.3,12.66,0,0
4,2023-01-16,175.4,8.12,63.08,2.008,,1473.0,12.99,0,0
4,2023-01-17,190.4,15.02,64.05,1.843,93.58,1489.2,12.68,0,0
4,2023-01-18,197.1,6.7,63.02,2.163,95.04,1494.4,13.6,0,0
4,2023-01-19,212.1,15.02,62.88,2.234,95.41,1490.0,13.18,0,0
4,2023-01-20,219.8,7.64,64.22,2.48,94.82,1488.5,13.5,0,0
4,2023-01-21,229.1,9.37,63.19,2.214,94.82,1490.5,13.18,0,0
4,2023-01-22,241.2,12.05,63.0,1.877,96.65,1461.2,12.44,0,0
4,2023-01-23,256.2,15.06,62.27,2.04,96.66,1496.8,12.56,0,0
4,2023-01-24,264.8,8.56,64.18,2.388,94.18,1476.7,12.76,0,0
4,2023-01-25,278.4,13.64,63.4,1.892,94.5,1477.4,12.55,0,0
4,2023-01-26,291.5,13.1,63.14,1.818,94.56,1479.3,13.23,0,0
4,2023-01-27,299.1,7.6,61.29,1.95,95.06,1480.2,12.86,0,0
4,2023-01-28,309.9,10.79,64.1,1.856,95.01,1495.1,12.97,0,0
4,2023-01-29,320.7,10.82,62.02,1.918,96.81,1487.4,13.32,0,0
4,2023-01-30,329.8,9.05,63.6,1.91,94.91,1477.6,13.49,0,0
4,2023-01-31,343.6,13.8,62.37,2.116,94.07,1478.9,12.83,0,0
4,2023-02-01,358.8,15.26,62.08,1.814,94.51,1503.0,12.5,0,0
4,2023-02-02,372.0,13.17,64.08,2.028,95.47,1485.9,12.55,0,0
4,2023-02-03,387.7,15.73,63.25,1.894,94.84,1479.6,13.26,0,0
4,2023-02-04,394.2,6.5,63.19,2.091,95.41,1470.1,12.99,0,0
4,2023-02-05,400.6,6.37,65.1,2.108,94.85,1469.7,12.64,0,0
4,2023-02-06,415.6,14.94,65.09,2.143,95.82,1474.1,13.12,0,0
4,2023-02-07,430.5,14.98,62.9,2.143,95.01,1483.8,12.59,0,0
4,2023-02-08,437.6,7.07,61.84,1.916,93.88,1492.0,12.38,0,0
4,2023-02-09,447.2,9.57,64.56,2.008,94.75,1488.0,12.31,0,0
4,2023-02-10,461.5,14.35,61.81,2.229,97.31,1492.5,12.48,0,0
4,2023-02-11,468.8,7.29,63.63,2.075,96.33,1487.6,13.26,0,0
4,2023-02-12,477.5,8.67,62.88,2.142,93.93,1473.3,12.85,0,0
4,2023-02-13,490.3,12.81,63.23,1.826,96.87,1486.5,12.9,0,0
4,2023-02-14,506.1,15.82,64.38,2.152,95.23,1486.8,12.97,0,0
4,2023-02-15,520.1,13.97,62.36,1.726,94.61,1482.1,12.61,0,0
4,2023-02-16,533.9,13.77,62.54,1.779,94.81,1480.6,12.77,0,0
4,2023-02-17,543.3,9.43,63.91,1.874,,1481.9,12.8,0,0
4,2023-02-18,555.9,12.61,64.94,2.073,96.18,1470.7,12.63,0,0
4,2023-02-19,563.0,7.13,65.62,,95.29,1472.4,12.76,0,0
4,2023-02-20,579.0,15.92,61.7,1.887,95.43,1503.4,12.87,0,0
4,2023-02-21,589.8,10.81,62.73,1.72,96.31,1473.1,12.84,0,0
4,2023-02-22,602.2,12.39,62.12,2.152,94.7,1468.9,13.04,0,0
4,2023-02-23,616.9,14.76,64.0,2.097,95.4,1477.3,12.76,0,0
4,2023-02-24,622.9,6.01,63.21,2.073,95.53,1486.7,13.37,0,0
4,2023-02-25,638.7,15.76,64.03,2.298,95.23,1487.6,12.6,0,0
4,2023-02-26,648.3,9.59,62.76,,95.59,1474.9,12.75,0,0
4,2023-02-27,657.7,9.4,63.85,1.86,94.4,1483.8,13.03,0,0
4,2023-02-28,665.1,7.45,62.97,2.208,96.08,1478.7,13.1,0,0
4,2023-03-01,679.7,14.58,63.29,1.948,94.54,1484.6,12.55,0,0
4,2023-03-02,694.4,14.71,62.57,1.993,95.55,1480.7,12.88,0,0
4,2023-03-03,700.6,6.2,64.51,1.928,95.31,1477.5,13.15,0,0
4,2023-03-04,707.2,6.56,61.89,1.884,94.41,1477.9,12.43,0,0
4,2023-03-05,722.4,15.18,63.04,1.945,96.72,1465.5,12.88,0,0
4,2023-03-06,729.6,7.23,64.93,2.237,96.81,1481.3,12.46,0,0
4,2023-03-07,741.8,12.21,64.43,1.849,94.17,1482.5,12.67,0,0
4,2023-03-08,754.0,12.2,62.31,2.169,95.9,1471.8,12.94,0,0
4,2023-03-09,768.7,14.7,62.36,1.731,94.97,1480.4,12.85,0,0
4,2023-03-10,780.4,11.73,63.66,2.249,94.42,1481.0,12.57,0,0
4,2023-03-11,790.8,10.34,63.8,2.265,95.46,1468.2,13.28,0,0
4,2023-03-12,806.5,15.74,64.34,1.855,95.93,1476.9,12.81,0,0
4,2023-03-13,814.8,8.29,61.74,2.021,95.26,1476.7,13.08,0,0
4,2023-03-14,823.4,8.63,64.47,2.105,94.73,1484.5,13.36,0,0
4,2023-03-15,830.3,6.85,62.25,1.918,96.43,1493.0,12.71,0,0
4,2023-03-16,846.0,15.75,64.48,2.291,96.46,1483.5,13.1,0,0
4,2023-03-17,859.1,13.06,61.53,2.012,94.41,1492.4,13.04,0,0
4,2023-03-18,865.2,6.12,62.04,1.931,95.19,1481.3,12.49,0,0
4,2023-03-19,878.2,13.04,64.87,2.021,93.52,1486.0,13.27,0,0
4,2023-03-20,888.3,10.04,64.93,1.898,95.93,1483.6,12.94,0,0
4,2023-03-21,904.0,15.68,63.25,2.012,96.42,1502.4,12.75,0,0
4,2023-03-22,912.7,8.77,62.82,1.941,95.49,1481.9,12.42,0,0
4,2023-03-23,925.8,13.1,63.13,1.892,94.06,1489.3,12.53,0,0
4,2023-03-24,938.1,12.27,63.56,2.128,96.71,1484.7,12.88,0,0
4,2023-03-25,944.2,6.12,63.66,1.755,97.13,1492.1,12.51,0,0
4,2023-03-26,959.1,14.85,62.86,2.273,94.66,1488.1,13.1,0,0
4,2023-03-27,966.5,7.4,61.21,2.043,95.54,1485.8,12.8,0,0
4,2023-03-28,979.1,12.64,62.61,2.286,95.91,1473.9,12.44,0,0
4,2023-03-29,992.9,13.76,61.6,2.153,95.88,1474.6,12.71,0,0
4,2023-03-30,1005.2,12.31,63.92,1.807,95.14,1478.1,12.59,0,0
4,2023-03-31,1012.1,6.97,63.52,2.019,96.89,1480.7,12.54,0,0
4,2023-04-01,1027.9,15.75,63.04,1.739,93.53,1484.0,12.25,0,0
4,2023-04-02,1036.3,8.37,62.9,1.873,93.54,1478.2,12.94,0,0
4,2023-04-03,1048.5,12.28,65.12,1.988,95.08,1467.3,12.62,0,0
4,2023-04-04,1062.5,13.97,64.3,1.903,96.84,1491.3,13.47,0,0
4,2023-04-05,1077.9,15.39,63.36,1.937,96.26,1486.7,13.21,0,0
4,2023-04-06,1090.0,12.04,62.61,1.909,93.6,1483.6,13.4,0,0
4,2023-04-07,1098.5,8.59,64.44,2.343,97.94,1493.1,13.13,0,0
4,2023-04-08,1112.9,14.37,63.26,2.027,95.65,1476.6,12.74,0,0
4,2023-04-09,1120.5,7.63,62.5,2.102,93.94,1482.0,13.01,0,0
4,2023-04-10,1126.8,6.22,62.56,2.001,95.0,1484.4,12.82,0,0
4,2023-04-11,1141.8,15.08,63.81,2.059,96.06,1479.8,13.01,0,0
4,2023-04-12,1153.6,11.75,64.1,1.7,96.35,1476.7,13.18,0,0
4,2023-04-13,1160.3,6.7,63.79,2.259,95.03,1490.1,13.09,0,0
4,2023-04-14,1172.1,11.8,63.81,1.9,95.62,1485.3,12.91,0,0
4,2023-04-15,1179.5,7.45,62.85,2.181,94.97,1488.1,12.93,0,0
4,2023-04-16,1185.9,6.31,62.61,2.186,95.03,1476.5,12.98,0,0
4,2023-04-17,1193.0,7.17,63.3,1.739,95.82,1489.7,13.24,0,0
4,2023-04-18,1206.8,13.75,63.07,2.017,96.54,1478.1,12.76,0,0
4,2023-04-19,1220.3,13.56,62.15,2.069,93.96,1485.1,12.83,0,0
4,2023-04-20,1232.4,12.04,63.12,2.025,94.86,1498.9,12.76,0,0
4,2023-04-21,1240.5,8.09,63.84,2.009,94.49,1489.9,12.95,0,0
4,2023-04-22,1253.9,13.39,62.76,1.943,94.09,1485.8,13.1,0,0
4,2023-04-23,1263.9,10.08,64.74,1.902,94.04,1493.9,13.0,0,0
4,2023-04-24,1275.0,11.11,61.9,2.167,95.12,1478.5,12.89,0,0
4,2023-04-25,1290.0,14.98,62.33,2.068,94.02,1487.0,13.23,0,0
4,2023-04-26,1300.6,10.58,62.58,2.036,93.99,1476.4,12.67,0,0
4,2023-04-27,1312.9,12.26,63.97,1.769,94.92,1480.2,12.46,0,0
4,2023-04-28,1328.5,15.62,63.36,1.97,94.12,1495.8,13.01,0,0
4,2023-04-29,1339.0,10.51,62.26,2.0,95.6,1485.3,12.9,0,0
4,2023-04-30,1350.6,11.61,61.28,2.135,94.62,1494.3,12.86,0,0
4,2023-05-01,1362.4,11.84,61.96,1.747,93.9,1482.3,12.51,0,0
4,2023-05-02,1370.9,8.41,61.4,1.844,97.42,1492.8,12.97,0,0
4,2023-05-03,1384.2,13.37,64.02,2.278,92.96,1483.5,13.45,0,0
4,2023-05-04,1397.5,13.27,62.09,1.889,95.95,1484.1,12.51,0,0
4,2023-05-05,1405.6,8.14,63.83,1.731,95.44,1483.3,12.86,0,0
4,2023-05-06,1411.8,6.13,63.69,1.904,94.61,1486.0,12.93,0,0
4,2023-05-07,1427.7,15.99,64.34,1.89,94.19,1481.0,12.78,0,0
4,2023-05-08,1439.6,11.82,62.44,2.106,96.82,1472.0,12.96,0,0
4,2023-05-09,1447.4,7.81,63.55,2.105,97.22,1482.8,12.78,0,0
4,2023-05-10,1456.2,8.84,63.27,1.863,94.8,1484.1,12.96,0,0
4,2023-05-11,1468.4,12.18,63.27,1.952,94.66,1496.2,12.83,0,0
4,2023-05-12,1475.8,7.38,63.13,2.089,96.22,1465.0,12.75,0,0
4,2023-05-13,1482.1,6.37,63.99,2.094,94.85,1496.0,12.89,0,0
4,2023-05-14,1496.1,13.98,63.88,1.853,95.68,1491.5,13.05,0,0
4,2023-05-15,1509.3,13.16,63.15,1.87,95.65,1488.6,12.44,0,0
4,2023-05-16,1518.4,9.1,62.69,2.326,95.13,1484.3,13.12,0,0
4,2023-05-17,1525.0,6.58,62.58,1.97,95.26,1474.9,12.69,0,0
4,2023-05-18,1535.8,10.86,63.19,2.233,95.47,1498.7,13.1,0,0
4,2023-05-19,1544.6,8.76,63.37,2.043,94.01,1493.0,12.71,0,0
4,2023-05-20,1554.6,9.98,63.06,2.173,94.42,1485.1,13.12,0,0
4,2023-05-21,1563.3,8.74,61.86,2.102,95.32,1485.4,12.9,0,0
4,2023-05-22,1571.1,7.75,62.85,2.034,94.64,1482.2,12.63,0,0
4,2023-05-23,1580.9,9.87,62.62,2.033,97.87,1487.8,12.78,0,0
4,2023-05-24,1596.6,15.65,63.17,1.823,95.23,1482.7,13.27,0,0
4,2023-05-25,1605.2,8.66,65.69,1.984,93.36,1485.5,12.93,0,0
4,2023-05-26,1614.6,9.36,63.58,1.93,92.28,1486.6,12.77,0,0
4,2023-05-27,1623.9,9.29,64.41,1.96,95.92,1502.5,13.25,0,0
4,2023-05-28,1634.7,10.8,62.47,1.953,95.24,1475.8,13.17,0,0
4,2023-05-29,1649.1,14.44,63.17,2.033,96.54,1484.4,12.66,0,0
4,2023-05-30,1659.1,10.02,64.38,2.104,94.45,1492.9,12.85,0,0
4,2023-05-31,1673.2,14.06,,1.988,94.98,1489.7,12.38,0,0
4,2023-06-01,1680.4,7.15,62.92,,95.38,1488.5,13.17,0,0
4,2023-06-02,1695.3,14.95,63.77,1.946,94.94,1507.2,12.91,0,0
4,2023-06-03,1703.2,7.85,63.08,2.022,94.86,1491.8,13.11,0,0
4,2023-06-04,1709.6,6.39,62.58,2.387,95.82,1478.1,12.33,0,0
4,2023-06-05,1717.1,7.58,62.64,1.828,94.26,1477.2,12.83,0,0
4,2023-06-06,1725.0,7.91,63.47,1.945,95.63,1482.8,12.96,0,0
4,2023-06-07,1736.1,11.09,61.58,1.737,96.92,1479.6,12.28,0,0
4,2023-06-08,1746.6,10.5,63.27,2.043,96.75,1483.7,13.11,0,0
4,2023-06-09,1759.8,13.16,63.88,2.011,93.29,1485.8,12.81,0,0
4,2023-06-10,1766.3,6.51,62.79,2.028,94.61,1485.3,12.38,0,0
4,2023-06-11,1777.3,10.98,61.59,1.872,95.39,1463.4,12.76,0,0
4,2023-06-12,1786.6,9.32,62.64,,96.37,1477.0,13.05,0,0
4,2023-06-13,1798.9,12.31,63.03,2.017,95.31,1488.8,12.64,0,0
4,2023-06-14,1805.3,6.44,62.07,1.798,96.38,1496.2,12.9,0,0
4,2023-06-15,1811.7,6.35,63.18,2.141,94.43,1479.8,12.78,0,0
4,2023-06-16,1822.0,10.27,64.43,1.957,94.89,1473.7,12.56,0,0
4,2023-06-17,1836.1,14.11,66.57,2.299,94.39,1470.0,13.59,0,0
4,2023-06-18,1848.8,12.71,66.32,2.413,94.81,1478.3,13.9,0,0
4,2023-06-19,1855.0,6.17,67.7,2.56,93.88,1458.7,14.25,0,0
4,2023-06-20,1862.7,7.78,68.15,2.551,93.13,1434.1,14.15,0,0
4,2023-06-21,1871.0,8.27,69.34,2.942,92.75,1460.2,14.54,0,0
4,2023-06-22,1881.2,10.23,71.63,2.924,90.16,1445.2,14.16,0,0
4,2023-06-23,1893.1,11.87,71.8,3.283,90.67,1423.1,14.96,0,0
4,2023-06-24,1901.3,8.16,73.97,3.305,89.3,1423.2,15.04,0,0
4,2023-06-25,1911.1,9.83,74.21,3.568,89.12,1414.7,15.36,0,0
4,2023-06-26,1922.9,11.84,74.22,3.461,89.07,1413.2,15.3,0,0
4,2023-06-27,1932.8,9.83,75.78,4.026,86.45,1420.6,16.22,0,0
4,2023-06-28,1940.2,7.43,80.0,4.21,88.04,1387.5,15.63,1,0
4,2023-06-29,1951.1,10.92,78.6,4.12,86.86,1393.5,16.46,1,0
4,2023-06-30,1960.4,9.24,78.19,4.779,86.06,1391.0,16.35,1,0
4,2023-07-01,1975.0,14.64,79.78,4.63,86.68,1383.3,17.51,1,0
4,2023-07-02,1988.8,13.76,81.32,4.634,85.66,1371.3,17.33,1,0
4,2023-07-03,1996.7,7.9,82.25,4.756,85.86,1381.0,17.36,1,0
4,2023-07-04,2004.2,7.53,83.15,4.869,84.34,1364.0,17.31,1,0
4,2023-07-05,2013.7,9.48,86.82,5.054,84.28,1356.8,18.13,0,1
4,2023-07-06,2023.8,10.12,63.81,1.992,97.55,1485.8,11.93,0,0
4,2023-07-07,2039.1,15.32,62.95,2.002,95.72,1480.8,13.03,0,0
4,2023-07-08,2048.1,9.02,62.56,1.798,94.25,1478.6,13.06,0,0
4,2023-07-09,2062.8,14.68,62.99,2.212,96.34,1475.7,13.05,0,0
4,2023-07-10,2073.8,11.05,64.93,2.127,96.64,1500.6,13.16,0,0
4,2023-07-11,2088.7,14.86,62.29,,95.69,1489.4,12.74,0,0
4,2023-07-12,2101.7,13.02,61.57,2.064,94.31,1480.0,13.08,0,0
4,2023-07-13,2114.8,13.08,63.82,2.166,96.13,1493.2,12.71,0,0
4,2023-07-14,2126.0,11.19,64.16,1.821,94.52,1487.3,12.66,0,0
4,2023-07-15,2140.4,14.4,64.6,2.099,96.45,1483.4,12.6,0,0
4,2023-07-16,2148.9,8.54,62.8,1.74,94.85,1474.8,12.83,0,0
4,2023-07-17,2164.0,15.07,62.81,1.863,94.82,1476.5,13.24,0,0
4,2023-07-18,2176.4,12.37,65.16,2.385,95.62,1490.8,13.43,0,0
4,2023-07-19,2186.8,10.39,63.75,1.956,96.51,1489.1,12.83,0,0
4,2023-07-20,2202.6,15.82,63.07,2.006,97.46,1472.1,12.72,0,0
4,2023-07-21,2217.2,14.62,63.65,2.114,95.12,1479.8,13.31,0,0
4,2023-07-22,2230.9,13.72,62.71,2.003,94.69,1488.5,13.04,0,0
4,2023-07-23,2239.7,8.74,63.45,1.855,94.28,1492.0,12.92,0,0
4,2023-07-24,2255.4,15.74,63.44,1.859,93.61,1487.2,12.58,0,0
4,2023-07-25,2268.8,13.43,63.98,2.129,94.09,1479.4,13.34,0,0
4,2023-07-26,2280.9,12.05,62.17,2.053,95.33,1485.0,12.94,0,0
4,2023-07-27,2296.1,15.22,63.51,2.134,96.15,1481.4,12.91,0,0
4,2023-07-28,2303.7,7.62,61.98,2.097,94.19,1486.1,13.07,0,0
4,2023-07-29,2311.1,7.39,65.03,2.018,95.88,1494.9,12.92,0,0
4,2023-07-30,2322.8,11.64,62.73,2.011,94.23,1476.8,13.35,0,0
4,2023-07-31,2329.3,6.57,61.5,2.023,94.36,1485.3,13.21,0,0
4,2023-08-01,2342.0,12.64,65.93,1.954,94.03,1482.3,12.74,0,0
4,2023-08-02,2350.4,8.41,62.63,,96.43,1481.0,12.94,0,0
4,2023-08-03,2357.6,7.19,63.25,2.084,96.7,1482.0,12.73,0,0
4,2023-08-04,2367.7,10.09,61.45,2.225,94.37,1493.6,13.48,0,0
4,2023-08-05,2378.3,10.66,63.1,1.757,94.29,1487.7,12.69,0,0
4,2023-08-06,2386.0,7.7,64.82,2.367,95.72,1479.2,12.87,0,0
4,2023-08-07,2392.4,6.42,63.86,2.113,96.82,1488.3,13.02,0,0
4,2023-08-08,2402.6,10.14,61.45,2.074,96.71,1478.6,13.06,0,0
4,2023-08-09,2416.2,13.6,62.39,1.857,94.71,1468.8,13.11,0,0
4,2023-08-10,2430.9,14.74,64.07,1.902,94.91,1464.6,13.15,0,0
4,2023-08-11,2437.9,6.98,63.79,2.1,93.86,1487.1,13.12,0,0
4,2023-08-12,2449.1,11.25,62.66,2.046,94.7,1480.8,12.78,0,0
4,2023-08-13,2457.8,8.63,63.55,1.815,95.19,1491.1,12.75,0,0
4,2023-08-14,2467.5,9.75,,1.879,93.75,1486.2,12.92,0,0
4,2023-08-15,2482.9,15.33,61.84,1.898,94.55,1485.2,12.74,0,0
4,2023-08-16,2492.4,9.52,60.66,1.885,95.32,1479.5,12.71,0,0
4,2023-08-17,2502.0,9.65,64.08,2.049,93.58,1487.2,12.78,0,0
4,2023-08-18,2510.1,8.09,63.05,1.855,95.56,1495.5,13.54,0,0
4,2023-08-19,2525.7,15.6,63.15,2.126,96.12,1466.9,13.37,0,0
4,2023-08-20,2536.3,10.56,60.08,1.786,95.67,1481.9,12.84,0,0
4,2023-08-21,2548.0,11.7,63.1,2.155,94.6,1493.8,12.29,0,0
4,2023-08-22,2558.5,10.53,63.7,2.468,96.27,1473.9,12.73,0,0
4,2023-08-23,2567.0,8.53,61.06,2.125,96.48,1484.1,13.17,0,0
4,2023-08-24,2581.2,14.1,63.19,1.927,95.41,1477.6,12.44,0,0
4,2023-08-25,2587.4,6.28,63.08,1.934,95.24,1480.9,13.09,0,0
4,2023-08-26,2600.3,12.9,62.68,1.84,94.48,1468.9,13.07,0,0
4,2023-08-27,2612.3,11.94,64.46,2.17,94.69,1491.0,12.92,0,0
4,2023-08-28,2619.7,7.44,64.22,2.033,96.17,1484.3,12.9,0,0
4,2023-08-29,2627.4,7.66,66.47,1.737,96.95,1471.5,12.64,0,0
4,2023-08-30,2640.0,12.59,61.94,1.791,94.68,1486.4,13.12,0,0
4,2023-08-31,2649.1,9.12,63.58,1.745,94.92,1484.7,13.0,0,0
4,2023-09-01,2657.8,8.66,64.65,2.123,94.45,1477.6,12.77,0,0
4,2023-09-02,2664.3,6.59,62.46,1.858,94.66,1498.8,12.67,0,0
4,2023-09-03,2678.0,13.66,64.84,2.134,93.84,1487.2,12.55,0,0
4,2023-09-04,2692.8,14.83,63.52,1.925,95.52,1493.4,13.02,0,0
4,2023-09-05,2707.0,14.2,61.4,2.128,93.83,1481.8,12.85,0,0
4,2023-09-06,2717.7,10.66,61.86,1.97,94.55,1470.1,12.85,0,0
4,2023-09-07,2729.0,11.34,62.57,2.151,95.03,1464.5,12.44,0,0
4,2023-09-08,2737.5,8.42,63.06,1.89,93.78,1475.0,12.58,0,0
4,2023-09-09,2745.2,7.73,64.39,1.898,94.32,1493.9,12.55,0,0
4,2023-09-10,2759.4,14.23,63.06,1.94,93.97,1479.0,13.14,0,0
4,2023-09-11,2773.4,13.98,64.35,2.134,96.2,1491.4,12.96,0,0
4,2023-09-12,2787.2,13.77,63.26,1.846,96.52,1473.7,12.83,0,0
4,2023-09-13,2797.8,10.63,63.16,1.922,94.31,1477.8,13.24,0,0
4,2023-09-14,2812.5,14.65,62.86,1.971,97.86,1478.9,13.2,0,0
4,2023-09-15,2827.7,15.26,64.13,2.069,94.16,1484.9,13.24,0,0
4,2023-09-16,2837.0,9.28,63.28,1.949,94.67,1472.3,12.84,0,0
4,2023-09-17,2845.2,8.25,62.42,2.095,95.59,1476.7,12.49,0,0
4,2023-09-18,2855.9,10.64,63.48,1.897,95.68,1481.2,13.42,0,0
4,2023-09-19,2863.7,7.79,62.69,2.157,94.78,1472.3,13.07,0,0
4,2023-09-20,2878.5,14.84,62.64,2.122,96.19,1469.0,13.07,0,0
4,2023-09-21,2887.9,9.38,64.33,1.923,96.29,1483.3,13.11,0,0
4,2023-09-22,2899.7,11.76,62.99,2.117,95.09,1472.5,13.74,0,0
4,2023-09-23,2911.6,11.95,65.28,1.845,94.95,1492.8,12.88,0,0
4,2023-09-24,2922.8,11.15,63.89,2.033,94.49,1493.0,13.34,0,0
4,2023-09-25,2930.3,7.57,62.38,1.89,94.06,1478.4,12.65,0,0
4,2023-09-26,2946.2,15.91,62.32,2.056,94.3,1487.9,13.16,0,0
4,2023-09-27,2954.0,7.73,61.91,1.983,95.64,1483.6,13.45,0,0
4,2023-09-28,2967.5,13.52,63.76,1.895,95.1,1491.6,12.9,0,0
4,2023-09-29,2981.4,13.91,62.29,1.773,94.85,1479.4,12.33,0,0
4,2023-09-30,2988.8,7.45,60.88,1.976,94.52,1487.2,13.08,0,0
4,2023-10-01,3004.2,15.33,61.5,2.188,94.55,1485.6,12.85,0,0
4,2023-10-02,3015.1,10.88,62.05,2.051,95.05,1485.2,13.16,0,0
4,2023-10-03,3027.3,12.29,63.49,1.774,94.97,1478.1,12.77,0,0
4,2023-10-04,3039.8,12.42,63.07,1.974,95.09,1492.6,13.63,0,0
4,2023-10-05,3050.8,11.05,64.09,2.187,94.65,1479.8,12.94,0,0
4,2023-10-06,3058.2,7.42,62.24,1.962,94.42,1479.8,13.15,0,0
4,2023-10-07,3071.8,13.52,62.83,1.863,95.1,1477.3,12.61,0,0
4,2023-10-08,3083.6,11.82,64.9,2.271,95.75,1477.8,12.56,0,0
4,2023-10-09,3090.8,7.19,62.81,1.847,94.59,1481.2,12.52,0,0
4,2023-10-10,3103.8,13.0,63.37,1.975,92.71,1486.7,12.52,0,0
4,2023-10-11,3116.8,13.03,62.49,1.916,93.73,1489.3,13.11,0,0
4,2023-10-12,3128.3,11.48,62.92,2.107,96.17,1484.1,12.73,0,0
4,2023-10-13,3135.2,6.91,63.63,2.081,96.09,1494.4,12.53,0,0
4,2023-10-14,3144.7,9.53,63.81,1.874,95.74,1484.0,12.7,0,0
4,2023-10-15,3151.2,6.51,63.27,,95.61,1468.7,13.12,0,0
4,2023-10-16,3162.0,10.78,62.89,2.03,96.11,1473.8,13.11,0,0
4,2023-10-17,3177.1,15.06,63.28,2.041,94.75,1488.7,13.21,0,0
4,2023-10-18,3183.1,6.02,62.41,1.974,,1480.5,12.83,0,0
4,2023-10-19,3191.7,8.67,62.93,1.963,94.32,1479.9,13.51,0,0
4,2023-10-20,3205.7,14.0,63.48,1.824,94.92,1475.4,13.24,0,0
4,2023-10-21,3211.8,6.1,,2.286,,1479.9,12.56,0,0
4,2023-10-22,3217.9,6.1,62.24,2.104,94.27,1480.0,13.15,0,0
4,2023-10-23,3230.0,12.11,62.97,2.01,93.93,1487.0,12.92,0,0
4,2023-10-24,3243.9,13.89,62.15,,94.9,1481.1,12.86,0,0
4,2023-10-25,3257.7,13.77,62.71,1.978,94.7,1493.3,12.91,0,0
4,2023-10-26,3271.5,13.8,64.15,1.887,95.36,1477.8,12.71,0,0
4,2023-10-27,3281.1,9.61,62.61,2.061,95.89,1484.7,13.21,0,0
4,2023-10-28,3295.9,14.83,63.05,2.03,94.72,1469.8,12.74,0,0
4,2023-10-29,3302.1,6.13,61.91,2.261,97.2,1488.3,12.74,0,0
4,2023-10-30,3311.2,9.12,62.59,1.898,96.33,1471.7,13.14,0,0
4,2023-10-31,3320.6,9.37,61.6,1.864,94.33,1487.6,13.56,0,0
4,2023-11-01,3328.2,7.66,63.43,2.324,95.02,1468.4,12.76,0,0
4,2023-11-02,3337.6,9.36,63.52,2.186,95.62,1474.8,12.54,0,0
4,2023-11-03,3349.4,11.86,63.49,2.104,94.27,1489.8,13.25,0,0
4,2023-11-04,3360.6,11.2,63.55,1.906,93.03,1495.6,12.97,0,0
