transaction_id,amount,hour_of_day,day_of_week,merchant_category,is_foreign_transaction,distance_from_home_km,transactions_last_24h,card_present,account_age_days,is_fraud
23585,42.78,6,4,grocery,0,13.2,3.0,1,2918,0
47911,109.81,10,1,electronics,0,47.5,1.0,1,3054,0
40065,100.44,11,2,restaurant,0,49.4,2.0,1,669,0
7651,183.35,6,3,restaurant,0,36.5,4.0,1,3495,0
7585,124.92,22,1,grocery,1,3.9,1.0,1,1082,0
40552,48.15,12,6,online_retail,0,48.8,1.0,1,2411,0
36928,50.59,13,4,online_retail,0,8.6,0.0,1,360,0
13374,182.01,9,2,restaurant,0,31.2,2.0,1,2792,0
13485,10.78,16,0,online_retail,0,7.1,4.0,0,2538,0
24493,110.42,14,0,online_retail,0,18.2,2.0,1,1525,0
2464,120.9,13,2,grocery,0,19.4,3.0,1,2935,0
9830,65.22,19,2,gas_station,0,12.0,2.0,1,2736,0
31685,15.58,19,1,online_retail,0,7.0,3.0,1,2280,0
37429,33.44,19,0,grocery,0,15.6,6.0,1,2679,0
20340,25.14,12,3,grocery,0,31.4,2.0,0,3605,0
48860,95.67,15,5,utilities,0,22.4,1.0,0,2524,0
44241,9.92,9,1,grocery,0,36.2,1.0,1,1901,0
47408,49.18,23,6,restaurant,0,0.7,0.0,1,3416,0
27507,88.81,9,5,utilities,0,4.8,2.0,1,3000,0
17553,268.88,17,3,grocery,0,5.4,1.0,0,3239,0
23515,64.72,7,0,electronics,0,28.8,2.0,1,1534,0
26007,63.86,13,6,grocery,0,25.3,1.0,1,1006,0
46860,48.8,22,3,gas_station,0,11.8,1.0,1,1133,0
29597,18.65,20,3,electronics,0,26.8,0.0,0,693,0
18047,35.27,16,2,restaurant,1,14.9,4.0,1,3061,0
44419,17.79,8,5,entertainment,0,46.2,1.0,1,1267,0
31563,47.33,21,5,electronics,0,14.7,0.0,1,2823,0
34963,76.63,19,5,grocery,0,12.2,2.0,1,987,0
7056,29.8,6,4,electronics,0,7.2,1.0,1,238,0
7647,39.14,20,1,restaurant,0,39.0,2.0,1,2261,0
25771,13.5,11,6,electronics,0,5.7,2.0,1,985,0
43936,84.34,7,3,online_retail,0,25.3,1.0,1,1371,0
27720,131.18,16,2,electronics,0,23.1,1.0,1,2537,0
28449,52.15,9,4,gas_station,0,30.0,1.0,1,565,0
48431,127.86,22,3,gas_station,0,14.5,1.0,0,820,0
24385,34.13,8,1,grocery,0,25.6,3.0,1,813,0
38940,131.78,9,4,travel,0,33.4,0.0,1,466,0
36466,83.95,15,3,online_retail,0,8.0,3.0,0,1906,0
10928,9.47,14,0,online_retail,0,5.5,0.0,1,3323,0
42424,44.04,18,3,grocery,0,19.2,4.0,0,2773,0
12895,68.13,13,1,restaurant,0,,0.0,0,561,0
41068,167.34,13,0,grocery,0,19.7,2.0,1,3313,0
26107,34.01,11,5,electronics,0,10.8,0.0,1,2183,0
45575,66.17,6,3,online_retail,0,40.4,0.0,0,1745,0
3291,32.89,15,3,grocery,0,7.0,1.0,0,2355,0
34118,144.64,7,5,grocery,0,8.4,,1,1600,0
11428,82.95,14,5,travel,0,21.2,2.0,1,2146,0
15055,52.9,17,5,electronics,0,15.7,0.0,0,1456,0
19475,45.23,19,4,online_retail,0,26.2,2.0,1,609,0
3495,152.8,17,1,online_retail,1,36.3,4.0,0,2588,0
5265,233.47,10,3,gas_station,1,18.2,2.0,1,1372,0
12378,165.8,18,6,grocery,0,20.7,2.0,1,278,0
20367,36.99,21,1,electronics,0,23.0,3.0,0,1306,0
45678,47.88,10,2,gas_station,0,7.2,1.0,1,2269,0
40830,64.35,1,3,electronics,0,37.6,2.0,1,2758,0
6917,60.03,9,5,online_retail,0,38.1,2.0,0,668,0
18028,69.57,14,3,travel,0,11.2,4.0,1,2460,0
37746,38.29,21,6,gas_station,0,3.6,1.0,0,3298,0
21329,94.8,6,5,grocery,0,24.7,2.0,1,3485,0
20280,63.83,9,4,utilities,0,45.6,2.0,0,1623,0
41886,133.14,18,1,utilities,0,8.9,2.0,1,1346,0
16546,85.38,10,0,utilities,0,36.4,3.0,1,117,0
14068,85.33,12,1,grocery,0,4.9,2.0,0,615,0
20631,86.45,13,3,travel,0,8.6,1.0,1,2149,0
21240,45.74,7,4,grocery,0,41.8,3.0,1,188,0
27153,41.85,12,6,grocery,0,14.7,1.0,1,2768,0
26635,49.04,14,2,entertainment,0,4.4,2.0,0,681,0
10822,79.07,14,4,gas_station,0,14.8,1.0,1,723,0
19016,32.09,22,3,electronics,0,34.4,2.0,1,2621,0
14760,24.0,12,1,restaurant,0,6.6,3.0,1,3449,0
18120,89.45,15,5,online_retail,0,1.3,,1,1058,0
42882,80.95,12,1,grocery,0,44.0,0.0,1,3125,0
36208,39.22,7,0,entertainment,0,30.5,1.0,1,3367,0
49475,777.77,20,0,travel,1,82.7,8.0,0,1463,1
1825,85.69,14,1,online_retail,0,30.8,1.0,1,3134,0
46195,59.68,17,6,grocery,0,43.6,1.0,1,2011,0
25435,58.75,11,0,gas_station,0,40.9,1.0,1,2961,0
40079,177.36,21,2,gas_station,1,9.7,3.0,1,2298,0
8910,100.39,8,6,grocery,0,29.8,3.0,0,2106,0
20854,37.19,10,1,gas_station,0,4.4,0.0,1,437,0
27451,103.6,16,1,electronics,0,44.5,2.0,0,3314,0
31938,14.87,19,2,electronics,0,16.4,2.0,0,1951,0
6947,61.8,1,6,grocery,0,18.5,1.0,0,370,0
9686,31.76,17,4,online_retail,1,4.6,0.0,0,3007,0
34335,65.17,17,5,online_retail,0,20.4,0.0,0,926,0
46759,96.07,2,0,entertainment,0,27.6,1.0,1,1004,0
28475,165.77,11,0,grocery,0,27.2,2.0,0,332,0
18669,37.06,21,0,restaurant,0,26.9,2.0,1,2739,0
37157,69.19,14,3,restaurant,0,45.1,,0,2851,0
3565,85.56,6,1,online_retail,0,0.5,1.0,0,970,0
28541,45.83,19,2,grocery,1,11.3,2.0,0,2966,0
18050,8.93,9,6,restaurant,0,12.6,1.0,0,938,0
28080,86.06,14,6,online_retail,0,34.3,4.0,1,836,0
28533,66.86,12,6,travel,0,0.8,3.0,1,465,0
21421,92.43,18,0,grocery,1,22.3,3.0,1,654,0
323,85.66,20,4,online_retail,0,14.9,3.0,1,1772,0
47971,39.46,12,1,gas_station,0,12.2,2.0,0,3061,0
19346,77.77,5,3,gas_station,0,7.7,1.0,0,705,0
14805,34.09,11,1,electronics,0,18.0,5.0,1,2741,0
45992,151.23,8,0,online_retail,0,14.0,0.0,1,431,0
45620,49.38,13,2,online_retail,1,10.2,3.0,1,1462,0
49166,41.28,15,3,online_retail,0,13.2,3.0,0,1234,0
28280,118.19,19,2,electronics,1,24.3,4.0,1,2104,0
38832,84.82,14,5,travel,0,19.7,3.0,0,967,0
29277,42.5,16,0,grocery,0,36.9,5.0,1,1286,0
27489,88.88,15,1,gas_station,0,24.0,1.0,0,235,0
43006,22.37,8,4,restaurant,0,21.3,1.0,0,2086,0
10497,46.91,17,6,grocery,0,29.7,2.0,1,1675,0
42663,30.69,14,5,restaurant,0,25.3,,0,1277,0
5529,81.12,10,4,gas_station,0,16.9,1.0,1,2507,0
35388,148.01,16,5,online_retail,1,23.5,2.0,1,2670,0
31209,79.1,16,2,online_retail,0,13.1,2.0,0,1400,0
40988,115.58,11,2,restaurant,0,17.3,3.0,0,2386,0
21333,198.59,9,5,online_retail,0,2.6,4.0,0,1862,0
3403,74.35,11,5,online_retail,0,18.3,2.0,1,1909,0
7781,46.37,3,1,grocery,0,20.9,1.0,1,896,0
27136,57.19,7,2,entertainment,0,23.8,0.0,1,1879,0
45930,62.79,18,1,online_retail,0,35.8,4.0,1,1528,0
25716,209.15,11,5,grocery,0,28.6,1.0,1,1637,0
22230,20.87,23,1,online_retail,0,8.5,2.0,0,3329,0
483,95.47,22,3,gas_station,0,0.2,1.0,0,3376,0
28662,129.22,20,3,grocery,0,18.3,2.0,0,2085,0
14182,116.55,13,6,grocery,0,12.4,2.0,1,98,0
39685,106.5,9,6,grocery,0,16.2,1.0,0,2456,0
8791,54.0,6,2,entertainment,0,34.7,0.0,0,1750,0
38979,23.13,13,3,online_retail,0,11.0,3.0,1,957,0
40402,54.95,12,3,online_retail,0,12.6,2.0,0,633,0
2875,126.8,14,2,grocery,0,34.2,1.0,1,1922,0
45436,168.2,13,3,grocery,0,52.2,4.0,1,523,0
22604,118.94,11,1,travel,0,38.7,3.0,1,2805,0
37028,6.6,20,4,restaurant,0,17.9,1.0,1,3349,0
44394,108.0,19,2,online_retail,0,10.6,2.0,1,508,0
4216,27.29,20,4,online_retail,0,21.4,2.0,0,2578,0
33068,125.95,7,3,grocery,0,36.4,4.0,0,3568,0
13592,104.09,10,4,grocery,0,42.5,3.0,1,2696,0
44341,240.29,9,3,grocery,0,7.5,1.0,0,442,0
38870,109.27,15,4,travel,0,42.1,0.0,1,93,0
46869,162.75,21,4,online_retail,0,2.5,2.0,0,2313,0
374,214.98,14,0,grocery,0,28.7,4.0,1,2356,0
48582,115.58,14,0,utilities,0,24.1,2.0,0,850,0
39617,127.21,13,5,grocery,0,20.7,1.0,1,178,0
27089,77.61,18,1,grocery,0,10.0,3.0,0,3292,0
32025,37.61,15,0,travel,0,9.7,4.0,1,2499,0
21635,14.55,16,5,gas_station,0,22.2,0.0,1,1031,0
4580,30.07,8,4,online_retail,0,23.2,0.0,1,1476,0
39393,40.11,7,6,grocery,0,35.0,3.0,1,3070,0
17783,111.47,10,0,online_retail,0,18.5,1.0,1,205,0
40303,71.4,12,4,restaurant,0,28.7,2.0,1,1961,0
19517,66.26,10,0,electronics,0,10.8,0.0,1,1061,0
28310,94.4,14,4,gas_station,0,1.0,,1,2309,0
12618,193.86,18,1,entertainment,0,31.5,0.0,0,532,0
35499,26.17,13,5,grocery,0,21.1,1.0,0,2645,0
35885,113.63,11,5,online_retail,0,12.2,1.0,1,3026,0
31745,109.15,14,4,electronics,0,,2.0,0,2265,0
48721,151.39,14,1,utilities,0,3.2,5.0,1,3446,0
13912,60.14,13,5,grocery,0,43.0,3.0,1,2251,0
7095,129.56,8,4,utilities,0,5.1,0.0,0,1018,0
15401,152.74,11,4,grocery,0,7.8,0.0,1,2321,0
42130,91.65,10,5,gas_station,0,4.4,5.0,1,346,0
29298,115.7,14,1,electronics,0,4.8,4.0,0,123,0
33130,254.09,13,1,restaurant,0,43.7,0.0,1,1810,0
29117,12.56,13,4,grocery,0,32.1,1.0,1,1236,0
7688,176.53,17,0,grocery,0,20.3,1.0,1,2009,0
45115,53.69,11,0,gas_station,0,29.7,1.0,1,3648,0
63,58.68,12,3,online_retail,0,28.8,1.0,0,1963,0
25110,112.78,1,2,grocery,0,4.0,1.0,1,3302,0
12025,76.27,15,1,utilities,0,32.1,1.0,1,1484,0
37596,27.54,9,0,restaurant,0,18.1,3.0,1,846,0
7893,31.58,6,2,grocery,0,24.2,1.0,0,42,0
20266,25.58,4,4,entertainment,0,13.2,3.0,0,1770,0
49707,217.63,21,1,electronics,1,221.3,7.0,0,2186,1
47293,103.43,8,0,grocery,0,3.3,3.0,0,1648,0
22682,111.24,20,2,electronics,0,5.1,2.0,1,3293,0
29910,66.18,17,0,grocery,1,8.2,1.0,1,1614,0
2386,151.62,16,3,restaurant,0,17.3,2.0,1,896,0
25885,111.3,7,2,online_retail,0,31.4,1.0,1,1873,0
3185,121.14,13,4,grocery,0,5.4,1.0,0,1569,0
21753,22.14,12,5,grocery,0,15.0,4.0,1,3192,0
8359,82.63,9,1,gas_station,0,12.8,3.0,0,2456,0
4996,43.23,5,2,online_retail,0,37.6,1.0,1,1578,0
19991,26.72,12,1,grocery,0,29.2,,1,982,0
37219,129.82,13,6,grocery,0,17.3,1.0,0,659,0
45048,135.67,17,3,entertainment,0,2.9,2.0,1,1804,0
13735,78.01,13,0,electronics,0,3.3,1.0,1,3295,0
6112,111.47,5,2,grocery,0,37.0,3.0,1,657,0
5374,77.44,11,5,grocery,0,21.7,4.0,1,771,0
42275,75.14,13,0,online_retail,0,20.8,4.0,0,1062,0
12432,96.22,10,2,online_retail,0,17.3,1.0,1,2369,0
7919,58.36,18,0,grocery,0,30.7,3.0,0,237,0
35812,37.44,7,0,online_retail,0,15.8,5.0,1,582,0
37631,130.35,16,0,restaurant,0,12.7,1.0,1,2730,0
12141,74.87,15,2,restaurant,0,18.2,1.0,1,3016,0
39635,80.8,14,0,grocery,0,3.8,1.0,0,1393,0
9646,48.11,21,0,travel,0,10.2,1.0,0,1309,0
43842,34.6,9,1,grocery,0,6.6,0.0,1,3497,0
36449,62.47,16,3,grocery,0,49.0,3.0,1,1516,0
25314,144.49,14,1,grocery,0,26.4,2.0,1,2191,0
46536,97.07,21,4,utilities,0,6.6,2.0,1,1367,0
5305,31.29,19,2,grocery,0,4.9,1.0,1,344,0
38770,156.89,9,0,online_retail,0,4.5,5.0,1,194,0
22446,132.75,6,4,grocery,0,2.9,3.0,1,3038,0
10325,53.08,22,3,entertainment,0,6.0,1.0,1,1415,0
37747,75.71,8,6,restaurant,0,29.7,0.0,1,3526,0
41365,22.76,13,2,grocery,0,29.4,3.0,1,328,0
3181,21.11,18,0,grocery,0,40.4,1.0,0,3531,0
29110,11.32,15,5,utilities,1,25.0,1.0,0,493,0
26630,64.47,19,2,restaurant,0,24.2,0.0,1,2934,0
17021,146.73,16,0,grocery,0,5.3,2.0,1,432,0
4615,79.3,11,2,restaurant,0,44.4,0.0,0,1912,0
30559,140.32,12,6,entertainment,0,13.7,2.0,0,2401,0
429,39.81,18,0,restaurant,0,9.1,0.0,1,1579,0
45145,15.63,19,3,restaurant,0,27.5,1.0,1,753,0
36166,102.67,18,1,entertainment,0,27.9,5.0,1,630,0
46192,67.25,8,1,online_retail,0,2.8,3.0,1,2423,0
43339,110.7,17,3,entertainment,0,16.9,3.0,0,1189,0
21862,54.64,7,6,grocery,0,25.2,3.0,0,2065,0
24212,132.49,9,0,electronics,1,16.1,0.0,1,1758,0
10366,85.48,11,3,gas_station,0,5.2,4.0,1,1640,0
39273,237.89,16,5,restaurant,0,22.0,1.0,0,493,0
33413,61.22,20,2,online_retail,0,20.8,3.0,1,2941,0
20850,47.75,8,0,gas_station,0,6.3,2.0,1,1297,0
16843,56.59,17,4,online_retail,0,39.0,3.0,1,2611,0
9999,67.31,9,6,grocery,0,2.9,3.0,0,131,0
23187,53.45,8,3,utilities,0,44.7,5.0,0,961,0
7498,50.02,12,3,restaurant,0,48.1,2.0,0,1577,0
5460,62.19,10,6,restaurant,0,11.9,1.0,0,1652,0
4574,35.92,16,6,grocery,0,20.5,2.0,1,1934,0
8172,64.73,6,5,gas_station,1,11.8,3.0,0,1739,0
33840,150.67,8,3,electronics,0,12.1,0.0,0,2409,0
23589,48.46,2,5,grocery,0,9.4,2.0,0,2060,0
41913,79.85,13,4,online_retail,0,1.9,0.0,1,3303,0
7295,125.41,16,4,entertainment,0,0.3,4.0,1,2337,0
25914,15.03,7,6,gas_station,0,3.8,1.0,0,416,0
16358,32.19,8,0,restaurant,0,24.9,3.0,1,1983,0
36330,56.93,8,5,gas_station,0,22.9,4.0,0,3462,0
46763,10.36,17,0,electronics,0,17.3,2.0,1,2700,0
13264,55.31,6,4,online_retail,1,3.7,1.0,1,1863,0
33511,446.89,11,5,grocery,0,1.0,3.0,0,3349,0
44106,93.89,4,0,grocery,1,17.4,0.0,0,3135,0
11193,77.55,13,6,restaurant,0,19.7,4.0,1,2490,0
27639,40.7,18,0,gas_station,0,25.9,3.0,1,3563,0
35306,40.76,9,3,online_retail,0,,,1,858,0
17715,9.66,14,1,entertainment,0,4.6,0.0,0,1794,0
32664,230.28,11,4,grocery,0,3.6,2.0,0,2317,0
13168,85.2,23,5,entertainment,0,18.5,1.0,1,236,0
25291,63.36,8,6,online_retail,0,36.9,3.0,1,1700,0
27402,334.46,21,3,gas_station,0,50.5,1.0,1,328,0
12458,110.33,1,4,gas_station,0,32.8,2.0,0,2811,0
2186,39.82,8,1,restaurant,0,35.9,0.0,1,3386,0
37088,36.47,11,4,entertainment,0,21.8,4.0,1,3618,0
21359,109.74,2,5,online_retail,0,26.0,0.0,1,2938,0
40554,85.45,16,3,online_retail,0,50.8,1.0,1,191,0
25254,8.93,12,6,gas_station,0,19.8,2.0,1,173,0
2495,86.32,17,5,restaurant,0,5.1,1.0,1,1736,0
11033,154.43,9,2,grocery,0,69.1,4.0,1,2751,0
13612,149.02,17,2,gas_station,0,6.6,2.0,1,1295,0
26445,34.1,8,6,grocery,0,19.8,0.0,0,338,0
41258,67.62,15,2,gas_station,0,24.7,2.0,1,2596,0
11763,184.62,11,4,online_retail,0,18.3,5.0,1,857,0
5236,160.95,13,4,utilities,0,7.4,1.0,1,2823,0
5764,75.87,12,5,online_retail,1,5.2,4.0,1,430,0
19733,108.95,19,1,electronics,0,38.7,0.0,0,336,0
39018,84.35,13,5,grocery,0,18.3,3.0,1,3525,0
36079,29.32,17,0,utilities,0,23.5,0.0,1,2315,0
44768,26.83,13,4,restaurant,0,6.6,2.0,0,2754,0
28281,94.02,19,5,travel,0,20.4,2.0,1,1453,0
46355,159.91,18,5,travel,0,9.5,1.0,1,2570,0
42759,35.88,7,2,grocery,0,19.3,2.0,0,261,0
48921,11.36,14,6,electronics,0,6.4,4.0,0,2431,0
47079,174.2,21,4,restaurant,0,49.8,1.0,1,1484,0
18152,129.19,19,1,gas_station,0,5.3,4.0,1,1916,0
41441,90.94,16,5,online_retail,0,16.9,2.0,1,782,0
18347,49.34,11,5,electronics,0,14.5,1.0,1,1779,0
21523,39.58,21,4,grocery,0,7.9,1.0,0,3174,0
39093,35.08,14,2,restaurant,0,49.0,2.0,1,3471,0
29609,39.78,9,1,grocery,0,4.9,4.0,0,2662,0
19137,34.01,6,1,grocery,0,1.8,3.0,1,2813,0
9385,65.19,8,5,entertainment,0,20.0,2.0,0,3013,0
21113,107.49,13,0,grocery,0,62.5,2.0,1,616,0
43031,140.06,13,3,restaurant,0,24.4,0.0,1,1748,0
16159,50.03,19,1,grocery,0,29.5,4.0,0,2405,0
24593,78.98,21,6,grocery,0,15.6,4.0,1,440,0
27462,52.42,23,2,restaurant,0,11.9,2.0,0,3259,0
10167,143.81,16,6,grocery,0,32.1,4.0,1,2325,0
34916,93.08,14,3,grocery,0,19.3,2.0,1,3248,0
34138,63.51,18,3,online_retail,0,38.6,1.0,1,647,0
31231,91.61,9,4,gas_station,0,17.7,3.0,1,3461,0
44958,33.64,10,3,online_retail,0,5.6,1.0,1,1499,0
3031,191.94,18,4,online_retail,0,9.7,0.0,1,1619,0
29207,111.11,12,2,restaurant,0,2.9,3.0,0,78,0
31461,161.74,15,6,online_retail,0,23.1,3.0,1,428,0
40777,103.64,6,5,gas_station,0,4.9,1.0,1,2822,0
43706,96.82,8,3,grocery,0,24.3,0.0,1,1804,0
28615,64.52,17,0,grocery,0,3.9,2.0,1,2534,0
30871,53.62,9,2,grocery,0,28.9,2.0,0,1429,0
9069,79.02,13,0,restaurant,0,2.4,3.0,1,3049,0
22922,77.66,12,0,online_retail,0,11.2,3.0,1,2656,0
36212,81.81,13,5,electronics,0,47.6,6.0,1,370,0
30421,158.03,17,6,utilities,0,16.5,2.0,1,3063,0
3228,86.94,14,4,gas_station,0,21.7,1.0,1,1838,0
44490,42.95,16,0,grocery,0,14.8,1.0,1,1117,0
25420,134.69,12,2,grocery,0,0.5,3.0,0,2692,0
32344,66.84,1,6,gas_station,0,2.4,2.0,0,1352,0
30373,155.25,14,0,gas_station,0,16.3,,1,3147,0
18380,85.2,16,4,gas_station,0,20.5,2.0,1,1959,0
35716,42.61,12,1,online_retail,0,27.4,2.0,0,1818,0
43932,181.42,13,4,online_retail,0,40.8,3.0,1,3109,0
5708,68.95,13,5,online_retail,0,,1.0,1,2154,0
49578,270.79,20,2,electronics,1,45.9,10.0,0,1636,1
26773,216.82,18,6,gas_station,0,5.7,2.0,1,2484,0
37655,83.99,23,0,entertainment,0,26.2,4.0,1,1656,0
386,6.69,12,2,grocery,0,24.3,0.0,0,2269,0
39191,94.93,8,6,utilities,0,38.5,2.0,0,1007,0
3376,30.98,18,4,grocery,0,34.7,1.0,1,843,0
29725,14.35,11,2,grocery,0,9.0,5.0,1,825,0
18893,88.81,19,2,electronics,0,3.8,3.0,1,1673,0
30062,145.94,0,5,gas_station,0,2.3,2.0,0,1724,0
3864,129.73,11,5,online_retail,0,11.9,2.0,1,3115,0
43116,242.38,9,0,grocery,0,4.2,3.0,1,2733,0
7210,169.19,11,3,electronics,0,38.2,2.0,1,641,0
3367,79.44,14,3,online_retail,0,52.5,0.0,1,2852,0
14442,16.25,15,0,online_retail,0,20.3,2.0,1,1193,0
15971,32.1,10,3,online_retail,0,27.2,2.0,1,2584,0
45343,91.88,20,4,restaurant,0,8.3,1.0,0,421,0
6076,90.71,15,6,online_retail,0,9.3,0.0,0,1587,0
32811,59.57,12,1,electronics,0,11.6,3.0,1,1757,0
47849,96.09,10,6,grocery,0,0.3,0.0,1,1788,0
38202,50.13,17,6,online_retail,0,14.9,0.0,1,799,0
32662,47.6,19,2,online_retail,0,10.0,1.0,1,2855,0
2096,42.09,12,3,online_retail,0,4.5,2.0,1,2395,0
28781,133.29,9,0,utilities,0,19.3,4.0,1,2574,0
42963,137.95,9,6,online_retail,0,26.8,2.0,1,2450,0
31466,182.42,17,2,grocery,0,13.8,6.0,0,3624,0
3759,181.92,9,4,gas_station,0,18.7,5.0,1,381,0
30137,80.58,11,0,grocery,0,9.4,1.0,1,360,0
13343,38.0,16,1,entertainment,0,38.1,1.0,0,2684,0
37834,48.33,14,1,grocery,0,22.1,2.0,1,2478,0
16919,77.42,20,4,online_retail,0,5.5,0.0,1,1625,0
26793,151.15,12,6,online_retail,1,48.3,2.0,1,802,0
28792,35.54,3,2,online_retail,0,44.7,3.0,1,1444,0
46386,125.99,14,4,electronics,0,26.3,0.0,1,2398,0
47795,96.84,13,6,electronics,0,11.8,1.0,1,3131,0
13675,81.94,12,3,utilities,0,21.1,6.0,1,1937,0
19394,23.9,8,1,utilities,0,8.3,2.0,1,3152,0
16766,79.93,14,3,gas_station,0,17.8,1.0,0,3313,0
11314,66.97,17,1,restaurant,0,29.5,1.0,1,2850,0
46457,99.07,15,3,grocery,0,5.8,0.0,1,1423,0
22609,96.48,7,0,grocery,0,19.6,3.0,1,293,0
8921,102.83,7,3,grocery,0,1.9,1.0,1,3076,0
1282,168.4,17,3,restaurant,0,18.1,2.0,0,3475,0
46450,117.49,14,2,travel,0,,2.0,1,496,0
33864,72.35,14,3,online_retail,0,31.2,0.0,0,2943,0
9065,157.2,9,1,restaurant,1,6.6,5.0,0,3588,0
39822,82.97,8,4,grocery,0,33.0,0.0,0,2258,0
23078,59.05,15,5,grocery,0,10.3,3.0,1,2988,0
24066,74.03,8,5,electronics,0,26.9,2.0,1,422,0
915,217.74,11,6,electronics,0,49.1,3.0,1,3534,0
22126,118.17,14,6,gas_station,0,6.8,2.0,1,268,0
23365,94.76,14,6,entertainment,0,47.0,2.0,1,614,0
31432,27.1,22,5,travel,0,51.3,5.0,0,2532,0
26750,105.49,9,2,online_retail,0,7.7,3.0,1,2917,0
33780,83.27,13,1,grocery,0,13.2,0.0,0,2962,0
41928,19.69,6,4,gas_station,0,41.2,1.0,1,1426,0
17472,72.69,7,4,restaurant,0,29.3,1.0,1,1994,0
19316,94.53,4,2,online_retail,0,19.5,3.0,1,259,0
44429,90.99,8,0,utilities,0,14.0,1.0,1,3025,0
32657,44.88,13,3,grocery,0,15.1,4.0,0,1113,0
36918,63.51,6,2,travel,0,35.3,2.0,1,1478,0
899,104.02,22,5,grocery,0,25.2,0.0,1,444,0
23559,19.49,7,3,online_retail,0,4.6,3.0,1,1767,0
46238,50.04,9,6,restaurant,0,,1.0,1,3168,0
40171,27.83,13,0,restaurant,0,5.0,1.0,1,707,0
23308,37.16,9,2,travel,0,,3.0,1,1667,0
17629,144.17,13,6,travel,0,11.7,2.0,0,2192,0
17519,65.02,14,0,restaurant,0,24.4,2.0,1,941,0
972,65.67,14,1,gas_station,0,13.2,1.0,1,3201,0
35853,57.41,17,4,restaurant,0,54.4,1.0,1,2811,0
12131,29.19,10,0,restaurant,0,18.2,1.0,1,2247,0
11462,175.7,12,0,grocery,0,17.1,2.0,1,2540,0
18695,72.85,12,1,restaurant,0,6.3,2.0,1,2423,0
44136,34.62,10,2,grocery,0,7.2,0.0,0,45,0
11049,52.14,10,0,restaurant,0,19.9,0.0,1,1464,0
18127,27.62,22,5,restaurant,0,8.0,3.0,1,148,0
6527,81.53,0,1,grocery,0,4.2,1.0,1,533,0
35963,87.93,9,0,restaurant,0,20.4,2.0,1,2721,0
2133,49.52,16,3,grocery,0,20.5,1.0,1,1459,0
32291,138.08,18,0,restaurant,0,4.7,1.0,1,834,0
11225,26.63,23,6,grocery,0,10.3,0.0,1,2814,0
49691,686.54,7,4,online_retail,1,165.5,5.0,0,3071,1
2373,14.81,20,0,gas_station,0,15.7,4.0,0,1978,0
19000,73.03,10,0,electronics,0,1.0,2.0,0,3623,0
6485,15.69,15,2,gas_station,0,30.2,3.0,0,974,0
18254,113.17,9,1,entertainment,0,12.4,5.0,1,3449,0
38924,44.86,11,3,online_retail,0,3.2,2.0,1,2029,0
8616,3.65,12,2,restaurant,0,17.9,2.0,1,1134,0
28323,90.98,11,3,restaurant,1,35.9,0.0,1,736,0
36524,58.99,17,1,online_retail,0,48.2,1.0,0,3193,0
8579,113.11,17,4,gas_station,0,19.6,2.0,0,2488,0
42514,73.69,9,0,entertainment,0,34.5,2.0,1,303,0
8021,135.15,21,6,gas_station,0,30.3,3.0,1,2313,0
47345,15.93,10,2,grocery,0,,0.0,1,2385,0
39101,66.16,19,5,restaurant,0,13.3,1.0,0,2952,0
38367,41.93,9,1,grocery,0,8.4,5.0,1,740,0
1013,15.07,9,1,electronics,0,43.7,1.0,1,2332,0
2248,137.25,19,3,grocery,0,,2.0,1,868,0
21318,196.99,3,4,entertainment,0,47.5,3.0,1,1357,0
44843,62.43,16,5,online_retail,0,10.4,1.0,0,2714,0
33284,26.21,11,5,restaurant,0,23.3,3.0,1,1130,0
37639,299.17,10,0,online_retail,0,30.6,3.0,1,1759,0
41587,76.81,15,3,electronics,0,21.4,3.0,1,1451,0
49129,47.62,14,5,travel,0,4.9,1.0,0,3310,0
48363,93.67,16,3,gas_station,0,11.3,2.0,1,3414,0
44020,75.15,23,5,grocery,0,5.9,1.0,1,1399,0
20496,51.48,6,1,travel,0,44.4,2.0,0,3079,0
5568,73.32,21,6,grocery,0,7.2,1.0,1,845,0
11833,94.34,11,0,grocery,0,51.6,5.0,0,2508,0
38331,17.05,17,2,grocery,0,30.9,1.0,1,1422,0
32212,29.83,8,4,travel,0,1.9,2.0,1,2101,0
25616,32.19,9,6,grocery,0,18.7,0.0,0,2332,0
44932,37.0,21,0,grocery,0,19.0,0.0,1,3569,0
232,45.26,8,5,grocery,0,0.8,3.0,1,3373,0
38515,48.26,11,3,online_retail,0,37.8,2.0,0,3407,0
41664,26.53,13,6,online_retail,0,12.2,2.0,1,2531,0
5978,85.23,12,3,gas_station,1,68.4,1.0,1,2277,0
6649,42.27,12,3,grocery,0,2.9,1.0,0,3353,0
40880,226.89,20,4,gas_station,0,2.0,2.0,1,622,0
37519,115.86,11,0,travel,0,0.3,1.0,1,1657,0
17610,29.23,18,4,restaurant,0,40.1,2.0,0,515,0
28060,40.06,12,3,restaurant,0,6.9,5.0,0,1125,0
12258,66.96,11,2,online_retail,0,25.1,4.0,0,2853,0
23746,60.38,12,5,online_retail,0,39.7,4.0,0,1967,0
21357,5.78,17,2,entertainment,0,1.9,3.0,0,1862,0
2894,150.05,9,2,restaurant,0,33.9,5.0,0,1475,0
24415,36.14,8,3,online_retail,0,30.0,2.0,1,2779,0
